OrderID,EmployeeName,CustomerCompany,OrderDate,ShippedDate,ShipperCompany,ShipName,ShipAddress,ShipCity,ShipState,ShipZIP,ShipCountry,ShippingFee,Taxes,PaymentType,PaidDate,Notes,TaxRate,TaxStatus,StatusName,CustomerID,CustomerName,CustomerCountry,CustomerCity,CustomerState,CustomerZIP,EmployeeID,EmployeeTitle,EmployeeEmail,ShipperID,ProductID,ProductName,CategoryName,UnitPrice,Quantity,Discount,LineTotal,InvoiceDate,DueDate,InvoiceTax,InvoiceShipping,AmountDue,OrderYear,OrderMonth,OrderQuarter
64,Laura Giussani,Company F,2006-05-09 00:00:00,2006-05-09,Shipping Company B,Francisco Pérez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,12,0,Credit Card,2006-05-09,,0,,New,6,Francisco Pérez-Olaeta,USA,Milwaukee,WI,99999,8,Sales Coordinator,laura@northwindtraders.com,2.0,1,Northwind Traders Chai,Beverages,18.0,10,0.1,162.0,,,,,,2006,5,2
64,Laura Giussani,Company F,2006-05-09 00:00:00,2006-05-09,Shipping Company B,Francisco Pérez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,12,0,Credit Card,2006-05-09,,0,,New,6,Francisco Pérez-Olaeta,USA,Milwaukee,WI,99999,8,Sales Coordinator,laura@northwindtraders.com,2.0,3,Northwind Traders Syrup,Condiments,10.0,10,0.0,100.0,,,,,,2006,5,2
64,Laura Giussani,Company F,2006-05-09 00:00:00,2006-05-09,Shipping Company B,Francisco Pérez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,12,0,Credit Card,2006-05-09,,0,,New,6,Francisco Pérez-Olaeta,USA,Milwaukee,WI,99999,8,Sales Coordinator,laura@northwindtraders.com,2.0,4,Northwind Traders Cajun Seasoning,Condiments,22.0,2,0.15,37.4,,,,,,2006,5,2
65,Anne Hellung-Larsen,Company BB,2006-05-11 00:00:00,2006-05-11,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,10,0,Check,2006-05-11,,0,,New,28,Amritansh Raghav,USA,Memphis,TN,99999,9,Sales Representative,anne@northwindtraders.com,3.0,1,Northwind Traders Chai,Beverages,18.0,7,0.05,119.69999999999999,,,,,,2006,5,2
65,Anne Hellung-Larsen,Company BB,2006-05-11 00:00:00,2006-05-11,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,10,0,Check,2006-05-11,,0,,New,28,Amritansh Raghav,USA,Memphis,TN,99999,9,Sales Representative,anne@northwindtraders.com,3.0,3,Northwind Traders Syrup,Condiments,10.0,10,0.0,100.0,,,,,,2006,5,2
65,Anne Hellung-Larsen,Company BB,2006-05-11 00:00:00,2006-05-11,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,10,0,Check,2006-05-11,,0,,New,28,Amritansh Raghav,USA,Memphis,TN,99999,9,Sales Representative,anne@northwindtraders.com,3.0,4,Northwind Traders Cajun Seasoning,Condiments,22.0,3,0.0,66.0,,,,,,2006,5,2
66,Jan Kotas,Company H,2006-05-24 00:00:00,2006-05-24,Shipping Company C,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,5,0,Check,2006-05-24,,0,,New,8,Elizabeth Andersen,USA,Portland,OR,99999,3,Sales Representative,jan@northwindtraders.com,3.0,1,Northwind Traders Chai,Beverages,18.0,10,0.05,171.0,,,,,,2006,5,2
66,Jan Kotas,Company H,2006-05-24 00:00:00,2006-05-24,Shipping Company C,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,5,0,Check,2006-05-24,,0,,New,8,Elizabeth Andersen,USA,Portland,OR,99999,3,Sales Representative,jan@northwindtraders.com,3.0,3,Northwind Traders Syrup,Condiments,10.0,5,0.0,50.0,,,,,,2006,5,2
66,Jan Kotas,Company H,2006-05-24 00:00:00,2006-05-24,Shipping Company C,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,5,0,Check,2006-05-24,,0,,New,8,Elizabeth Andersen,USA,Portland,OR,99999,3,Sales Representative,jan@northwindtraders.com,3.0,4,Northwind Traders Cajun Seasoning,Condiments,22.0,1,0.1,19.8,,,,,,2006,5,2
67,Mariya Sergienko,Company J,2006-05-24 00:00:00,2006-05-24,Shipping Company B,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,9,0,Credit Card,2006-05-24,,0,,Closed,10,Roland Wacker,USA,Chicago,IL,99999,4,Sales Representative,mariya@northwindtraders.com,2.0,1,Northwind Traders Chai,Beverages,18.0,6,0.15,91.8,2006-04-04 11:40:38,,0.0,0.0,0.0,2006,5,2
67,Mariya Sergienko,Company J,2006-05-24 00:00:00,2006-05-24,Shipping Company B,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,9,0,Credit Card,2006-05-24,,0,,Closed,10,Roland Wacker,USA,Chicago,IL,99999,4,Sales Representative,mariya@northwindtraders.com,2.0,3,Northwind Traders Syrup,Condiments,10.0,1,0.05,9.5,2006-04-04 11:40:38,,0.0,0.0,0.0,2006,5,2
67,Mariya Sergienko,Company J,2006-05-24 00:00:00,2006-05-24,Shipping Company B,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,9,0,Credit Card,2006-05-24,,0,,Closed,10,Roland Wacker,USA,Chicago,IL,99999,4,Sales Representative,mariya@northwindtraders.com,2.0,4,Northwind Traders Cajun Seasoning,Condiments,22.0,9,0.0,198.0,2006-04-04 11:40:38,,0.0,0.0,0.0,2006,5,2
68,Nancy Freehafer,Company G,2006-05-24 00:00:00,,,Ming-Yang Xie,123 7th Street,Boise,ID,99999,USA,0,0,,,,0,,New,7,Ming-Yang Xie,USA,Boise,ID,99999,1,Sales Representative,nancy@northwindtraders.com,,1,Northwind Traders Chai,Beverages,18.0,5,0.15,76.5,,,,,,2006,5,2
69,Nancy Freehafer,Company J,2006-05-24 00:00:00,,Shipping Company A,Roland Wacker,123 10th Street,Chicago,IL,99999,USA,0,0,,,,0,,New,10,Roland Wacker,USA,Chicago,IL,99999,1,Sales Representative,nancy@northwindtraders.com,1.0,1,Northwind Traders Chai,Beverages,18.0,5,0.05,85.5,2006-04-04 11:40:16,,0.0,0.0,0.0,2006,5,2
70,Nancy Freehafer,Company K,2006-05-24 00:00:00,,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,0,0,,,,0,,New,11,Peter Krschne,USA,Miami,FL,99999,1,Sales Representative,nancy@northwindtraders.com,3.0,1,Northwind Traders Chai,Beverages,18.0,6,0.05,102.6,2006-04-04 11:39:53,,0.0,0.0,0.0,2006,5,2
70,Nancy Freehafer,Company K,2006-05-24 00:00:00,,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,0,0,,,,0,,New,11,Peter Krschne,USA,Miami,FL,99999,1,Sales Representative,nancy@northwindtraders.com,3.0,3,Northwind Traders Syrup,Condiments,10.0,9,0.0,90.0,2006-04-04 11:39:53,,0.0,0.0,0.0,2006,5,2
70,Nancy Freehafer,Company K,2006-05-24 00:00:00,,Shipping Company C,Peter Krschne,123 11th Street,Miami,FL,99999,USA,0,0,,,,0,,New,11,Peter Krschne,USA,Miami,FL,99999,1,Sales Representative,nancy@northwindtraders.com,3.0,4,Northwind Traders Cajun Seasoning,Condiments,22.0,3,0.0,66.0,2006-04-04 11:39:53,,0.0,0.0,0.0,2006,5,2
71,Nancy Freehafer,Company A,2006-05-24 00:00:00,,Shipping Company C,Anna Bedecs,123 1st Street,Seattle,WA,99999,USA,0,0,,,,0,,New,1,Anna Bedecs,USA,Seattle,WA,99999,1,Sales Representative,nancy@northwindtraders.com,3.0,1,Northwind Traders Chai,Beverages,18.0,4,0.05,68.39999999999999,2006-04-04 11:39:29,,0.0,0.0,0.0,2006,5,2
71,Nancy Freehafer,Company A,2006-05-24 00:00:00,,Shipping Company C,Anna Bedecs,123 1st Street,Seattle,WA,99999,USA,0,0,,,,0,,New,1,Anna Bedecs,USA,Seattle,WA,99999,1,Sales Representative,nancy@northwindtraders.com,3.0,3,Northwind Traders Syrup,Condiments,10.0,7,0.1,63.0,2006-04-04 11:39:29,,0.0,0.0,0.0,2006,5,2
71,Nancy Freehafer,Company A,2006-05-24 00:00:00,,Shipping Company C,Anna Bedecs,123 1st Street,Seattle,WA,99999,USA,0,0,,,,0,,New,1,Anna Bedecs,USA,Seattle,WA,99999,1,Sales Representative,nancy@northwindtraders.com,3.0,4,Northwind Traders Cajun Seasoning,Condiments,22.0,5,0.05,104.5,2006-04-04 11:39:29,,0.0,0.0,0.0,2006,5,2
72,Nancy Freehafer,Company BB,2006-06-07 00:00:00,2006-06-07,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,40,0,Credit Card,2006-06-07,,0,,Closed,28,Amritansh Raghav,USA,Memphis,TN,99999,1,Sales Representative,nancy@northwindtraders.com,3.0,1,Northwind Traders Chai,Beverages,18.0,1,0.15,15.299999999999999,2006-04-04 11:38:53,,0.0,0.0,0.0,2006,6,2
72,Nancy Freehafer,Company BB,2006-06-07 00:00:00,2006-06-07,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,40,0,Credit Card,2006-06-07,,0,,Closed,28,Amritansh Raghav,USA,Memphis,TN,99999,1,Sales Representative,nancy@northwindtraders.com,3.0,3,Northwind Traders Syrup,Condiments,10.0,1,0.15,8.5,2006-04-04 11:38:53,,0.0,0.0,0.0,2006,6,2
72,Nancy Freehafer,Company BB,2006-06-07 00:00:00,2006-06-07,Shipping Company C,Amritansh Raghav,789 28th Street,Memphis,TN,99999,USA,40,0,Credit Card,2006-06-07,,0,,Closed,28,Amritansh Raghav,USA,Memphis,TN,99999,1,Sales Representative,nancy@northwindtraders.com,3.0,4,Northwind Traders Cajun Seasoning,Condiments,22.0,6,0.15,112.2,2006-04-04 11:38:53,,0.0,0.0,0.0,2006,6,2
73,Robert Zare,Company I,2006-06-05 00:00:00,2006-06-05,Shipping Company A,Sven Mortensen,123 9th Street,Salt Lake City,UT,99999,USA,100,0,Check,2006-06-05,,0,,Closed,9,Sven Mortensen,USA,Salt Lake City,UT,99999,7,Sales Representative,robert@northwindtraders.com,1.0,1,Northwind Traders Chai,Beverages,18.0,5,0.05,85.5,2006-04-04 11:38:32,,0.0,0.0,0.0,2006,6,2
73,Robert Zare,Company I,2006-06-05 00:00:00,2006-06-05,Shipping Company A,Sven Mortensen,123 9th Street,Salt Lake City,UT,99999,USA,100,0,Check,2006-06-05,,0,,Closed,9,Sven Mortensen,USA,Salt Lake City,UT,99999,7,Sales Representative,robert@northwindtraders.com,1.0,3,Northwind Traders Syrup,Condiments,10.0,3,0.0,30.0,2006-04-04 11:38:32,,0.0,0.0,0.0,2006,6,2
73,Robert Zare,Company I,2006-06-05 00:00:00,2006-06-05,Shipping Company A,Sven Mortensen,123 9th Street,Salt Lake City,UT,99999,USA,100,0,Check,2006-06-05,,0,,Closed,9,Sven Mortensen,USA,Salt Lake City,UT,99999,7,Sales Representative,robert@northwindtraders.com,1.0,4,Northwind Traders Cajun Seasoning,Condiments,22.0,6,0.05,125.39999999999999,2006-04-04 11:38:32,,0.0,0.0,0.0,2006,6,2
74,Michael Neipper,Company F,2006-06-08 00:00:00,2006-06-08,Shipping Company B,Francisco Pérez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,300,0,Credit Card,2006-06-08,,0,,Closed,6,Francisco Pérez-Olaeta,USA,Milwaukee,WI,99999,6,Sales Representative,michael@northwindtraders.com,2.0,1,Northwind Traders Chai,Beverages,18.0,4,0.15,61.199999999999996,2006-04-04 11:38:11,,0.0,0.0,0.0,2006,6,2
74,Michael Neipper,Company F,2006-06-08 00:00:00,2006-06-08,Shipping Company B,Francisco Pérez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,300,0,Credit Card,2006-06-08,,0,,Closed,6,Francisco Pérez-Olaeta,USA,Milwaukee,WI,99999,6,Sales Representative,michael@northwindtraders.com,2.0,3,Northwind Traders Syrup,Condiments,10.0,8,0.1,72.0,2006-04-04 11:38:11,,0.0,0.0,0.0,2006,6,2
74,Michael Neipper,Company F,2006-06-08 00:00:00,2006-06-08,Shipping Company B,Francisco Pérez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,300,0,Credit Card,2006-06-08,,0,,Closed,6,Francisco Pérez-Olaeta,USA,Milwaukee,WI,99999,6,Sales Representative,michael@northwindtraders.com,2.0,4,Northwind Traders Cajun Seasoning,Condiments,22.0,10,0.05,209.0,2006-04-04 11:38:11,,0.0,0.0,0.0,2006,6,2
75,Mariya Sergienko,Company H,2006-06-05 00:00:00,2006-06-05,Shipping Company B,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,50,0,Check,2006-06-05,,0,,Closed,8,Elizabeth Andersen,USA,Portland,OR,99999,4,Sales Representative,mariya@northwindtraders.com,2.0,1,Northwind Traders Chai,Beverages,18.0,3,0.15,45.9,2006-04-04 11:37:49,,0.0,0.0,0.0,2006,6,2
76,Anne Hellung-Larsen,Company Y,2006-06-05 00:00:00,2006-06-05,Shipping Company A,John Rodman,789 25th Street,Chicago,IL,99999,USA,5,0,Cash,2006-06-05,,0,,Closed,25,John Rodman,USA,Chicago,IL,99999,9,Sales Representative,anne@northwindtraders.com,1.0,1,Northwind Traders Chai,Beverages,18.0,2,0.15,30.599999999999998,2006-04-04 11:37:09,,0.0,0.0,0.0,2006,6,2
76,Anne Hellung-Larsen,Company Y,2006-06-05 00:00:00,2006-06-05,Shipping Company A,John Rodman,789 25th Street,Chicago,IL,99999,USA,5,0,Cash,2006-06-05,,0,,Closed,25,John Rodman,USA,Chicago,IL,99999,9,Sales Representative,anne@northwindtraders.com,1.0,3,Northwind Traders Syrup,Condiments,10.0,10,0.05,95.0,2006-04-04 11:37:09,,0.0,0.0,0.0,2006,6,2
77,Anne Hellung-Larsen,Company Z,2006-06-05 00:00:00,2006-06-05,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,60,0,Credit Card,2006-06-05,,0,,Closed,26,Run Liu,USA,Miami,FL,99999,9,Sales Representative,anne@northwindtraders.com,3.0,1,Northwind Traders Chai,Beverages,18.0,7,0.1,113.4,2006-04-04 11:36:47,,0.0,0.0,0.0,2006,6,2
77,Anne Hellung-Larsen,Company Z,2006-06-05 00:00:00,2006-06-05,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,60,0,Credit Card,2006-06-05,,0,,Closed,26,Run Liu,USA,Miami,FL,99999,9,Sales Representative,anne@northwindtraders.com,3.0,3,Northwind Traders Syrup,Condiments,10.0,7,0.0,70.0,2006-04-04 11:36:47,,0.0,0.0,0.0,2006,6,2
78,Nancy Freehafer,Company CC,2006-06-05 00:00:00,2006-06-05,Shipping Company B,Soo Jung Lee,789 29th Street,Denver,CO,99999,USA,200,0,Check,2006-06-05,,0,,Closed,29,Soo Jung Lee,USA,Denver,CO,99999,1,Sales Representative,nancy@northwindtraders.com,2.0,1,Northwind Traders Chai,Beverages,18.0,9,0.15,137.7,2006-04-04 11:36:21,,0.0,0.0,0.0,2006,6,2
78,Nancy Freehafer,Company CC,2006-06-05 00:00:00,2006-06-05,Shipping Company B,Soo Jung Lee,789 29th Street,Denver,CO,99999,USA,200,0,Check,2006-06-05,,0,,Closed,29,Soo Jung Lee,USA,Denver,CO,99999,1,Sales Representative,nancy@northwindtraders.com,2.0,3,Northwind Traders Syrup,Condiments,10.0,10,0.0,100.0,2006-04-04 11:36:21,,0.0,0.0,0.0,2006,6,2
79,Andrew Cencini,Company F,2006-06-23 00:00:00,2006-06-23,Shipping Company C,Francisco Pérez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,0,0,Check,2006-06-23,,0,,Closed,6,Francisco Pérez-Olaeta,USA,Milwaukee,WI,99999,2,"Vice President, Sales",andrew@northwindtraders.com,3.0,1,Northwind Traders Chai,Beverages,18.0,2,0.15,30.599999999999998,2006-04-04 11:35:54,,0.0,0.0,0.0,2006,6,2
79,Andrew Cencini,Company F,2006-06-23 00:00:00,2006-06-23,Shipping Company C,Francisco Pérez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,0,0,Check,2006-06-23,,0,,Closed,6,Francisco Pérez-Olaeta,USA,Milwaukee,WI,99999,2,"Vice President, Sales",andrew@northwindtraders.com,3.0,3,Northwind Traders Syrup,Condiments,10.0,10,0.05,95.0,2006-04-04 11:35:54,,0.0,0.0,0.0,2006,6,2
79,Andrew Cencini,Company F,2006-06-23 00:00:00,2006-06-23,Shipping Company C,Francisco Pérez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,0,0,Check,2006-06-23,,0,,Closed,6,Francisco Pérez-Olaeta,USA,Milwaukee,WI,99999,2,"Vice President, Sales",andrew@northwindtraders.com,3.0,4,Northwind Traders Cajun Seasoning,Condiments,22.0,2,0.1,39.6,2006-04-04 11:35:54,,0.0,0.0,0.0,2006,6,2
80,Andrew Cencini,Company D,2006-04-25 17:03:55,,,Christina Lee,123 4th Street,New York,NY,99999,USA,0,0,,,,0,,New,4,Christina Lee,USA,New York,NY,99999,2,"Vice President, Sales",andrew@northwindtraders.com,,1,Northwind Traders Chai,Beverages,18.0,10,0.1,162.0,,,,,,2006,4,2
81,Andrew Cencini,Company C,2006-04-25 17:26:53,,,Thomas Axen,123 3rd Street,Los Angelas,CA,99999,USA,0,0,,,,0,,New,3,Thomas Axen,USA,Los Angelas,CA,99999,2,"Vice President, Sales",andrew@northwindtraders.com,,1,Northwind Traders Chai,Beverages,18.0,1,0.15,15.299999999999999,,,,,,2006,4,2
